ID,Description,Entry_ID,Comment,Synonym,alt_translation1,alt_translation2
SN000370,"idiot!, moron!, fool!",LX000013,,,"bestia!, idiota!, animal!, burro!, imbécil!, tonto!",bishtia!
SN000371,"larva, bug, insect, parasite",bichu,,,"larva, bicho, insecto, parásito","juru, cuica"
SN000372,"really, quite, very",bien,,,bien,ashta
SN000373,tadpole,billi,,,renacuajo,billi
SN000374,come,binina,,,venir,shamuna
SN000375,violin,biolin,,,violín,biolin
SN000376,great-grandmother,bisaguela,,,bisabuela,jatun jatun mamagu
SN000377,"wooden ladle, wooden spoon, spoon (wooden)",bisha,,,cucharón de palo,caspi bisha
SN000378,bicycle,bisicleta,,,bicicleta,bicicleta
SN000379,gray hair,blanco_pelo,,,canas,yura accha
SN000380,white (m),blancu,,,blanco,yura
SN000381,"soften, tender (make)",blandana,,suaviyachina,"ablandar, suavizar",amucjachina
SN000382,cement block,bloqui,,,bloque,bloqui
SN000383,"mouth, word",boca,,,"boca, palabra",shimi
SN000384,"face down, upside down",bocabajo,,,boca bajo,uray singa
SN000385,a traditional type of soup served at weddings,boda,,api ; colada ; masamorra ; sopa,colada,"api, boda"
SN000386,give wedding soup,bodana,,,dar colada,budana
SN000387,ball,bola,,,bola,bola
SN000388,Bolivia,Bolivia,Nombre propio y nombre de un país.,,Bolivia,Bolivia
SN000389,dump truck,bolqueta,,,volqueta,bolqueta
SN000390,"bag, burlap bag, backpack",bolsa,,costal,"bolsa, costal, mochila, shigra","bulsa, shigra, muchila"
SN000391,pocket,bolseco,,,bolsillo,bolsillu
SN000392,have things placed in a pocket,bolsicushca,,,"poner cosas en los bolsillos, bolsillado",bulsicushca
SN000393,"will, willing, willingness, good intentions, good will",boluntad,,,voluntad,"boluntad, munay"
SN000394,circle,bomba,,LX000164,"bomba, círculo",bomba
SN000395,base drum,bombo,,,"bombo, tambor",bumbu
SN000396,Bonilla,Bonilla,Apellido.,,Bonilla,Bonilla
SN000397,"pretty (f), beautiful (f)",bonita,,,bonita,juyay (huarmipa)
SN000398,ask/ beg nicely for something,bonitica,Expresión usada para mostrar cariño al pedir algo.,,"bonitica, pedir caridad",juyaygu
SN000399,"pretty (m), beautiful (m)",bonitu,,,bonito,juyay (jaripa)
SN000400,"voucher, bond",bono,,,bono,bono
SN000401,"embroidered, stitched",bordado,,bordashca,bordado,sirashca
SN000402,"embroider, stitch",bordana,,,bordar,"bordana, sirana"
SN000403,"embroidered, stitched",bordashca,,bordado,bordado,sirashca
SN000404,erase,borrana,,,borrar,"borrana, fichana"
SN000405,"sheep, lamb, llama",borrego,,llama,"borrego, oveja, llama",llama
SN000406,forest,bosque,,,bosque,"sacha, bosque"
SN000407,"toss, throw, throw away",LX000014,,echana ; tirana,"botar, arrojar, lanzar, tirar, echar","saquina, shitana"
SN000408,vote,LX000015,,,votar,shitana
SN000409,boots,botas,"Se encuentra casi siempre con el pluralizador del español ""s"".",,botas,butas
SN000410,bottle,botella,,,botella,"botella, poma"
SN000411,angry (f),brava,,,"brava, enojada","fiña (huarmipa), colerashca (huarmipa)"
SN000412,angry (m),bravo,,,"bravo, enojado","fiña (jaripa), colerashca (jaripa)"
SN000413,arm,brazo,,,brazo,"brasu, rigra"
SN000414,"quick, quickly, fast",breve,,pronto ; rapido,"breve, rápido",utia
SN000415,shine,brillana,,,brillar,relumbrana
SN000416,"jump, leap, skip",brincana,,saltana,"brincar, saltar","fahuana, brincana"
SN000417,"jump, leap",brinco,,,brinco,"fahuan, brinco"
SN000418,"give, provide something, offer",brindana,"Se encuentra a menudo con el reflexivo ""-ri"".",,"brindar, dar",carana
SN000419,witch,bruja,,,bruja,bruja
SN000420,"do witchcraft, curse",brujiana,,,"hacer brujería, hacer hechicería",brujiana
SN000421,"witch, warlock, shaman, healer, clairvoyant",brujo,,,"brujo, shamán, curandero","bruju, yachac"
SN000422,botrytis,buctritis,,,botritis,butritis
SN000423,good,buen,Se encuentra en frases que contienen alternancia de código.,,buen,ali
SN000424,good (f),buena,,,buena,"ali (huarmipa), alimari (huarmipa)"
SN000425,good (m),bueno,,,bueno,"ali (jaripa), alimari (jaripa)"
SN000426,egg,buevo,,,huevo,lulun
SN000427,scarf,bujanda,,,bufanda,bujanda
SN000428,"bundle, bag, load",bulto,,,"bulto, cargo","bulto, carga"
SN000429,"donkey (f), jenny (female donkey)",burra,,,burra,burra
SN000430,donkey,burru,,,burro,burru
SN000431,bus,bus,,,bus,bus
SN000432,"find, look for, search",buscana,,,buscar,mascana
SN000433,"mini-bus, truck",buseta,,,"buseta, camión",jatun antahua
SN000434,horse,caballo,,,caballo,"caballu, bistia"
SN000435,"dig, shape land",cabana,,gualena,cavar,"allana, gualina"
SN000436,"cabin, cottage, hut, lodge",LX000016,,,cabaña,cabania
SN000437,head,cabesa,,,cabeza,uma
SN000438,agave,LX000017,,,cabuya,cabuya
SN000439,rope,LX000018,,,soga,"cabuya, husca"
SN000440,"poo, feces",caca,,,"caca, heces","isma, caca"
SN000441,"poo, defecate",cacana,,,"cacar, defecar","ismana, cacana"
SN000442,salt,cachi,,sal,sal,cachi
SN000443,horn,cachu,,,"cacho, cuerno",cachu
SN000444,"each, every",cada,,,cada,cada
SN000445,each one,cadauno,,,cada uno,cadaunu
SN000446,each time,cadaves,,,cada vez,cadaratu
SN000447,"leash, chain",LX000019,,,"cadena, collar (animales)",cadena
SN000448,"necklace, chain",LX000020,,,cadena (joya),cadena
SN000449,coffee,cafe,,,café,cafe
SN000450,brown,LX000021,,,"café, marrón",cafe
SN000451,clack!,caic,,,clac!,talic!
SN000452,"fall, drip",caina,,,caer,urmana
SN000453,spend time,cainana,,,pasar tiempo,cainana
SN000454,Cajas,Cajas,Nombre de sector cerca a Pijal.,,Cajas,Cajas
SN000455,cramp,calambre,,,calambre,"calambri, huañushca"
SN000456,"skull, cranium",calavera,,,"calavera, cráneo","uma calabira, uma tullu"
SN000457,"bowl, cauldron",caldera,,,"caldera, olla",manga
SN000458,"soup, broth",caldu,,,caldo,caldu
SN000459,calendar,calendario,,,calendario,calendario
SN000460,"warm up, heat up",calentana,,,calentar,cununa
SN000461,hot,calenti,,conuj,caliente,conoj
SN000462,fever,calentura,,,"temperatura, calentura, fiebre",rupajun
SN000463,"silent (very), quite (very)",calladito,,,calladito,upallallagu
SN000464,"silent, quite",callado,,,callado,upallalla
SN000465,mushrooms,callamba,"Se encuentra casi siempre con el pluralizador del español ""s"".",LX000035,"champiñón, hongo",callamba
SN000466,"clay pot, clay platform for cooking",callana,,tiesto,tiesto,callana
SN000467,shut up!,callate,"Expresión derivada del español ""cállate""; esta palabra no adquiere morfología verbal.",,cállate!,upallay!
SN000468,alley,callejon,,,callejón,calejon
SN000469,"road, street",calli,,,calle,ñan
SN000470,callus,callu,,,callo,callu
SN000471,Calluma,Calluma,Nombre de un barrio cerca de San Pablo.,,Calluma,Calluma
SN000472,calm down,calmana,"Frecuentemente usada con el reflexivo ""-ri"".",,calmar,"na nanana, calmana"
SN000473,painkiller,calmante,,,calmante,calmanti
SN000474,heat,calor,,conuj,calor,cunuj
SN000475,Caluqui,LX000022,Apellido.,,Caluquí,Caluqui
SN000476,Caluqui,LX000023,Nombre de una comunidad ubicada al oeste de Pijal.,,Caluquí,Caluqui
SN000477,"pants, underwear",calzon,,,"pantalón, calzón",calson
SN000478,bed,cama,,,cama,cama
SN000479,slaughterhouse,camal,Lugar donde se sacrifican a animales para que luego su carne sea comercializada.,,"camal, matadero",camal
SN000480,changed,cambiado,,,cambiado,cambiashca
SN000481,change,cambiana,,,cambiar,cambiana
SN000482,exchange,cambio,,,"cambio, trueque",cambio
SN000483,toasted corn nuts,camcha,,tostado,tostado,camcha
SN000484,walk,caminana,,,caminar,purina
SN000485,path,camino,,,camino,ñan
SN000486,truck,camion,,,camión,jatun camion
SN000487,pick-up truck,camioneta,,,camioneta,uchila camioneta
SN000488,blouse,camisa,,,camisa,camisa
SN000489,t-shirt,camiseta,,,camiseta,camiseta
SN000490,sweet potato,camote,,,camote,camote
SN000491,"farmer, peasant",campesino,,,campesino,runa
SN000492,Camuendo,Camuendo,"Nombre de una comunidad en Imbabura, cercana a la laguna.",,Camuendo,Camuendo
SN000493,gray hair,cana,,,cana,yura accha
SN000494,be,LX000024,,,"ser, estar",cana
SN000495,"cane (sugar), stalk (corn)",LX000025,,,caña,biru
SN000496,Canada,Canada,Nombre de país.,,Canadá,Canada
SN000497,Cañarejo,LX000026,,,Cañarejo,Cañarejo
SN000498,canary,canario,,,canario,canario pishcu
SN000499,basket (f),canasta,,LX000188,canasta,canastu (huarmipa)
SN000500,basket (m),canasto,,,canasto,canastu (jaripa)
SN000501,cancer,cancer,,,cáncer,cancer unguy
SN000502,"field (soccer, football)",cancha,,,cancha (para deportes),cancha (deporticunapac)
SN000503,song,cancion,,,canción,tonu
SN000504,"candle, fire",candela,,lombri,"candela, fuego","candela, nina"
SN000505,earrings (hooped shaped),candonga,,arete ; sarcillus,"aretes, zarcillos",candonga
SN000506,cinnamon,canela,,,canela,canela
SN000507,popcorn,canguil,,,canguil,janguil
SN000508,shin,canilla,,,canilla,"canilla, pingullu"
SN000509,canoe,canoa,,,canoa,canoa
SN000510,gray (haired),canoso,,,canoso,yura accha junda
SN000511,bell,canpana,,,campana,campana
SN000512,"bell, chime (instrument)",canpanilla,,,campanilla,campanilla
SN000513,countryside,canpu,,,campo,"campu, comuna, alpa, chagra"
SN000514,tired,cansado,,cansashca,cansado,shayajushca
SN000515,"tiredness, fatigue, exhaustion",cansansio,,,"cansancio, fatiga, agotamiento",shayjuric
SN000516,tire,cansarina,,,cansar,shayajurina
SN000517,"tired, exhausted",cansashca,,cansado,cansado,shayajushca
SN000518,sing,cantana,,,cantar,"cantana, taquina"
SN000519,"canton, district",canton,,,cantón,canton
SN000520,"edge, piece of land (small)",cantu,,,"canto, pedazo pequeño de tierra, filos de terreno, esquinas",maña
SN000521,castrate,capana,,,castrar,capana
SN000522,shell,caparazon,,cara,caparazón,cara
SN000523,able,capas,Casi siempre seguida de un verbo de español en infinitivo (ej.: capas de votar).,,capaz,ashta
SN000524,castrated,capashca,,,castrado,"capashca, castrado"
SN000525,"chapel, church",capilla,,iglesia,"capilla, iglesia",capilla
SN000526,"capital (economic), resources",capital,,,capital,capital
SN000527,"black cherry, sweet cherry",capulis,"Se encuentra casi siempre con el pluralizador del español ""s"".",,"capulí, cereza de monte",capulis
SN000528,shell,cara,,caparazon,caparazón,cara
SN000529,snail,caracol,,,caracol,"caracol, churu"
SN000530,damn it!,carajo,,,carajo!,caraju!
SN000531,candy,caramelo,,,caramelo,caramelu
SN000532,Caranqui,Caranqui,"Nacionalidad, etnia.",,Caranqui,Caranqui
SN000533,"coal, charcoal, carbon",carbon,,,carbón,carbon
SN000534,jail,carcel,,,cárcel,carcel
SN000535,Carchi,Carchi,Nombre de la provincia ubicada al norte de Imbabura.,,Carchi,Carchi
SN000536,card (wool),cardana,,,cardar (lana),cardana
SN000537,loader,cargador,,,cargador,aparidor
SN000538,"carry, transport, load, unload",cargana,,,"cargar, transportar",aparina
SN000539,"take responsibility for, take over",cargochina,,,"hacerse cargo, responsabilizarse, asumir una tarea",carguchina
SN000540,charity,caridad,,,"caridad, ofrenda",caridad
SN000541,mask,carita,,,máscara,careta
SN000542,"Carmen, Charlene",Carmen,Nombre propio (persona).,,Carmen,Carmen
SN000543,meat,carne,,,carne,aycha
SN000544,ram (male sheep),carnero,,,"borrego, carnero","carneru, jari llama"
SN000545,"folder, dossier",carpeta,,,carpeta,carpeta
SN000546,carpenter,carpintero,,,carpintero,"quirullancador, carpintero"
SN000547,race,carrera,,,carrera,carrera
SN000548,"road, highway",carretera,,,carretera,ñan
SN000549,wheelbarrow,carretilla,,,carretilla,carretilla
SN000550,Carnival,Carrnabal,Celebración cristiana. Festividad.,,Carnaval,Carrnabal
SN000551,"bus, car",carro,,,"auto, carro","jatun antahua, auto, carro"
SN000552,letter,carta,,,carta,"llancashca fanga villachi, carta, quilcashca"
SN000553,purse,cartera,,,cartera,chauchira
SN000554,married,casado,,,casado,"sahuaryshca, casarashca"
SN000555,"wedding, marriage",casamiento,,casarashca ; matrimonio,"matrimonio, casamiento",sahuari
SN000556,"wedding, marriage",casarashca,,casamiento ; matrimonio,"casamiento, matrimonio",sahuari
SN000557,waterfall,cascada,,,cascada,"fajcha, cascada"
SN000558,"bark, peel",cascara,,,cáscara,"cara, sapi"
SN000559,"buyer, seller",casero,,,casero,caseru
SN000560,agave (sentry plant),cashachahuar,,penco,"penco, cabuya","cabuya, chaguar"
SN000561,"nearly, almost",casi,Se encuentra en frases que contienen alternancia de código.,,casi,ñalla
SN000562,"nearly, almost",casito,,,casito,ñallagu
SN000563,dandruff,caspa,,,caspa,caspa
SN000564,punish,castigana,,,castigar,cashtigana
SN000565,Castile,Castilla,Tipo de tela.,,Castilla,Castilla
SN000566,Castillo,LX000027,Apellido.,,Castillo,Castillo
SN000567,castillo (light wooden structure for hanging fruit used during festivals),LX000028,,,castillo,castillo
SN000568,slingshot,catapulga,,,resortera,catapulga
SN000569,fourteen,catorse,,,catorce,"catorce, chunga chuscu"
SN000570,"house, home",catsa,,,casa,huasi
SN000571,marry,catsarana,,,casar,"sahuarina, casarana"
SN000572,"pay attention to, appreciate",LX000029,,,"hacer caso, apreciar",casuna
SN000573,obey,LX000030,,,obedecer,casuna
SN000574,"plastic, rubber",caucho,,plastico,"plástico, caucho",cauchu
SN000575,"see you tomorrow, see you later",cayacama,Expresión usada para despedir.,,"hasta mañana, nos vemos",cayacaman
SN000576,Cayambe,Cayambe,"Nombre de la cultura Cayambe, de una ciudad y de un volcán.",,Cayambe,Cayambi
SN000577,"fall, fall towards",caymuna,,,"caer, caer hacia",urmamuna
SN000578,hoof,LX000031,,,"pezuña, casco",sillo
SN000579,helmet,LX000032,,,casco,cazcu
SN000580,barley,cebada,,,cebada,cebada
SN000581,onion,cebulla,,,cebolla,sebulla
SN000582,Cecilia,Cecilia,Nombre propio (persona).,,Cecilia,Cecilia
SN000583,identity card,cedula,,,cédula,cedula
SN000584,eyebrow,ceja,,,ceja,"ñahuimilla, sijas"
SN000585,jealous,celoso,,,celoso,celoso
SN000586,"cell phone, cellular, mobile phone",celular,,,celular,celular
SN000587,cement,cemento,,,cemento,cemento
SN000588,"dinner, supper",cena,,merienda,"merienda, cena",cena
SN000589,"Cenaida, Zenaida",Cenaida,Nombre propio (persona).,,Cenaida,Cenaida
SN000590,"path, trail",cendero,,,sendero,ñan
SN000591,ash,ceniza,,uchufa,ceniza,uchufa
SN000592,centimeter,centimetro,,,centímetro,"centimetro, yupay centimetro"
SN000593,"centro - a specific type of skirt, similar to an anaco worn by many Quichua women in the Andes",centro,,anaco,"centro, anaco","sentru, anaco"
SN000594,"center, hub",LX000033,,,centro,centro
SN000595,information centre,centro_de_informacion,,,centro de información,centro de informacion
SN000596,brush,cepillana,,,cepillar (dientes o tablones de madera),"cepillana, maillana"
SN000597,"brush (hair, tooth)",cepillo,,,cepillo,sepillo
SN000598,wax,cera,,,cera,"sera, espilma"
SN000599,beer,cerbeza,,,cerveza,cerbeza
SN000600,"near, near by, close to",cerca,,,cerca,"caygullapi, ladulla"
SN000601,fence,LX000034,,,cerca,serca
SN000602,build a fence,cercana,,,hacer una cerca o un alambrado,cercana
SN000603,fence-build,cercanhoras,"Palabra compuesta derivada del español: ""cerca + hora"".",,construcción de una cerca,cercangapa rrina
SN000604,"strain, sift, sieve",cernina,,ajichana,"ahechar, cernir, colar",shushuna
SN000605,close,cerrana,,,cerrar,bichiyana
SN000606,"mountain, ridge",cerro,,urcu,"cerro, montaña",urcu
SN000607,brain,ceso,,LX000127,"ceso, cerebro",ñuctuju
SN000608,Chabela (similar to Izzy for Isabelle),Chabela,"Apodo para el nombre ""Isabel"".",,Chabela (Isabel),Chabela (Isabel)
SN000609,"bridge, ladder",chaca,,,"puente, escalera",chaca
SN000610,Chakana (Inca cross),chacana,,,chacana (cruz andina),chacana
SN000611,crop field,chagra,,sementera,"chagra, sementera",chacra
SN000612,agave beverage (non-alcoholic),chaguarmishqui,,,"chaguar mishqui, dulce de penco","chaguarmishqui, mishqui chaguar"
SN000613,vest,chalecu,,,chaleco,chailcu
SN000614,Chamiza,chamiza,Apodo.,,Chamiza,"Chamiza, umasapa"
SN000615,sweet corn beverage,champus,,,champús,champus
SN000616,"singe, burn, scorch",chamuscana,,quemana,"chamuscar, quemar",chamuscana
SN000617,"flip-flops, sandals",chancletas,"Se encuentra casi siempre con el pluralizador del español ""s"".",sandalias,chancletas,"ushuta, chancletas"
SN000618,leg,changa,,,"pierna, changa",changa
SN000619,mushrooms,LX000035,,callamba,"champiñones, hongos",callamba
SN000620,"watch, look at, see, keep an eye on",chapana,,vena,"ver, vigilar",chapana
SN000621,"mixed, blended",chapu,,mesclado,"mezclado, mezcla",chapu
SN000622,foot,chaqui,,,pie,chaqui
SN000623,charango,charango,,,charango,charangu
SN000624,"puddle, mud, pool (water pooled on the ground)",charco,,,"charco, lodo",cucha
SN000625,chaucha,chaucha,"Clase de papa, es un híbrido de dos especies: solanum stenotomum y solanum andigenum.",,chaucha,chaucha
SN000626,"half, middle",chaupi,,,"media, mitad",chaupi
SN000627,"as soon as, barely",chayra,,apenas ; recien,"apenas, recién","chaylla, chayra"
SN000628,beer,chela,,,"chela, cerveza",cerveza
SN000629,Chibuleo,Chibuleo,,,Chibuleo,Chibuleo
SN000630,Chicaiza,Chicaiza,Apellido.,,Chicaiza,Chicaiza
SN000631,a fermented beverage often made from corn,chicha,,,chicha,asua
SN000632,breast,chichina,"Se encuentra frecuentemente con el causativo ""-chi"".",,"seno, chichi",chuchu
SN000633,calf,chico,,,ternero,chico
SN000634,mixed corn dish,chifi_mote,,,choclo mote,chifi mote
SN000635,Chificha,Chificha,"Personaje de leyenda y mitos de la región, mujer o bruja con dos bocas.",,Chificha,Chificha
SN000636,blackbird,chiguacu,,,mirlo,chiguacu
SN000637,little blackbird,chihuaquito,Diminutivo de chiguaco.,,"chiguaquito, mirlito",chihuaquito
SN000638,seep willow,chilca,,,chilca,chilca
SN000639,Chilco,Chilco,Nombre de una comunidad ubicada al norte-este de Pijal.,,Chilco,Chilco
SN000640,"scream, yell",chillana,,,chillar,huacana
SN000641,cut,chilpina,,,cortar,chilpina
SN000642,"beside, in front of, opposite of, next to",chimba,,,"lado, enfrente, al frente, opuesto de",chimba
SN000643,chimbalo,chimbalo,"Fruta silvestre redonda, parecida al pepino.",,"chímbalo, fruta silvestre",chimbalo
